Koefisien Variasi Harga Tingkat Produsen Tahun 2022-2024,,,,,
,,,,,
Kode Wilayah,Provinsi,Komoditas,Tahun,Bulan,Koefisien Variasi
14,Riau,Cabai Merah Keriting Tk. Petani,2022,Maret,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,Maret,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,Maret,"0,00%"
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,Maret,"9,43%"
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,Maret,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,Maret,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,Maret,"18,14%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,Maret,"16,40%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,Maret,"24,43%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2022,April,"25,13%"
51,Bali,Cabai Merah Keriting Tk. Petani,2022,April,
36,Banten,Cabai Merah Keriting Tk. Petani,2022,April,"23,08%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2022,April,"11,74%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2022,April,"34,53%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2022,April,
15,Jambi,Cabai Merah Keriting Tk. Petani,2022,April,"31,26%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2022,April,"29,92%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2022,April,"30,06%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2022,April,"36,67%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2022,April,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2022,April,
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2022,April,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2022,April,
18,Lampung,Cabai Merah Keriting Tk. Petani,2022,April,"35,10%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2022,April,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2022,April,
14,Riau,Cabai Merah Keriting Tk. Petani,2022,April,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,April,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,April,"0,00%"
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,April,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,April,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,April,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,April,"23,07%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,April,"21,24%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,April,"25,08%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2022,Mei,"21,18%"
51,Bali,Cabai Merah Keriting Tk. Petani,2022,Mei,
36,Banten,Cabai Merah Keriting Tk. Petani,2022,Mei,"20,96%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2022,Mei,"20,17%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2022,Mei,"40,64%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2022,Mei,
15,Jambi,Cabai Merah Keriting Tk. Petani,2022,Mei,"25,73%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2022,Mei,"24,76%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2022,Mei,"28,97%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2022,Mei,"35,80%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2022,Mei,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2022,Mei,
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2022,Mei,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2022,Mei,
18,Lampung,Cabai Merah Keriting Tk. Petani,2022,Mei,"28,66%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2022,Mei,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2022,Mei,
14,Riau,Cabai Merah Keriting Tk. Petani,2022,Mei,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,Mei,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,Mei,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,Mei,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,Mei,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,Mei,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,Mei,"28,82%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,Mei,"20,69%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,Mei,"27,74%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2022,Juni,"13,06%"
51,Bali,Cabai Merah Keriting Tk. Petani,2022,Juni,
36,Banten,Cabai Merah Keriting Tk. Petani,2022,Juni,"13,51%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2022,Juni,"16,37%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2022,Juni,"21,38%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2022,Juni,
15,Jambi,Cabai Merah Keriting Tk. Petani,2022,Juni,"18,04%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2022,Juni,"10,68%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2022,Juni,"22,38%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2022,Juni,"27,82%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2022,Juni,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2022,Juni,
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2022,Juni,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2022,Juni,
18,Lampung,Cabai Merah Keriting Tk. Petani,2022,Juni,"14,56%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2022,Juni,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2022,Juni,
14,Riau,Cabai Merah Keriting Tk. Petani,2022,Juni,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,Juni,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,Juni,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,Juni,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,Juni,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,Juni,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,Juni,"15,41%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,Juni,"11,31%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,Juni,"22,30%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2022,Juli,"15,05%"
51,Bali,Cabai Merah Keriting Tk. Petani,2022,Juli,
36,Banten,Cabai Merah Keriting Tk. Petani,2022,Juli,"4,42%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2022,Juli,"11,83%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2022,Juli,"18,81%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2022,Juli,
15,Jambi,Cabai Merah Keriting Tk. Petani,2022,Juli,"14,51%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2022,Juli,"12,65%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2022,Juli,"15,80%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2022,Juli,"19,67%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2022,Juli,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2022,Juli,
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2022,Juli,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2022,Juli,
18,Lampung,Cabai Merah Keriting Tk. Petani,2022,Juli,"16,82%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2022,Juli,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2022,Juli,
14,Riau,Cabai Merah Keriting Tk. Petani,2022,Juli,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,Juli,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,Juli,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,Juli,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,Juli,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,Juli,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,Juli,"15,73%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,Juli,"16,78%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,Juli,"11,88%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2022,Agustus,"21,14%"
51,Bali,Cabai Merah Keriting Tk. Petani,2022,Agustus,
36,Banten,Cabai Merah Keriting Tk. Petani,2022,Agustus,"7,68%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2022,Agustus,"12,54%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2022,Agustus,"21,54%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2022,Agustus,
15,Jambi,Cabai Merah Keriting Tk. Petani,2022,Agustus,"17,88%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2022,Agustus,"17,29%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2022,Agustus,"19,85%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2022,Agustus,"21,09%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2022,Agustus,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2022,Agustus,
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2022,Agustus,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2022,Agustus,
18,Lampung,Cabai Merah Keriting Tk. Petani,2022,Agustus,"17,21%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2022,Agustus,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2022,Agustus,
14,Riau,Cabai Merah Keriting Tk. Petani,2022,Agustus,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,Agustus,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,Agustus,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,Agustus,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,Agustus,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,Agustus,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,Agustus,"22,25%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,Agustus,"18,03%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,Agustus,"20,10%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2022,September,"34,17%"
51,Bali,Cabai Merah Keriting Tk. Petani,2022,September,
36,Banten,Cabai Merah Keriting Tk. Petani,2022,September,"21,42%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2022,September,"20,36%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2022,September,"20,79%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2022,September,
15,Jambi,Cabai Merah Keriting Tk. Petani,2022,September,"26,90%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2022,September,"16,50%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2022,September,"23,44%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2022,September,"21,97%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2022,September,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2022,September,
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2022,September,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2022,September,
18,Lampung,Cabai Merah Keriting Tk. Petani,2022,September,"29,35%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2022,September,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2022,September,
14,Riau,Cabai Merah Keriting Tk. Petani,2022,September,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,September,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,September,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,September,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,September,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,September,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,September,"29,28%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,September,"20,05%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,September,"36,07%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2022,Oktober,"30,63%"
51,Bali,Cabai Merah Keriting Tk. Petani,2022,Oktober,
36,Banten,Cabai Merah Keriting Tk. Petani,2022,Oktober,"11,02%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2022,Oktober,"20,49%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2022,Oktober,"31,16%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2022,Oktober,
15,Jambi,Cabai Merah Keriting Tk. Petani,2022,Oktober,"24,01%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2022,Oktober,"19,67%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2022,Oktober,"25,14%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2022,Oktober,"34,70%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2022,Oktober,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2022,Oktober,
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2022,Oktober,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2022,Oktober,
18,Lampung,Cabai Merah Keriting Tk. Petani,2022,Oktober,"25,56%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2022,Oktober,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2022,Oktober,
14,Riau,Cabai Merah Keriting Tk. Petani,2022,Oktober,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,Oktober,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,Oktober,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,Oktober,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,Oktober,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,Oktober,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,Oktober,"25,04%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,Oktober,"27,97%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,Oktober,"26,63%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2022,November,"26,08%"
51,Bali,Cabai Merah Keriting Tk. Petani,2022,November,
36,Banten,Cabai Merah Keriting Tk. Petani,2022,November,"19,08%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2022,November,"11,37%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2022,November,"19,32%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2022,November,
15,Jambi,Cabai Merah Keriting Tk. Petani,2022,November,"12,65%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2022,November,"22,18%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2022,November,"24,88%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2022,November,"38,94%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2022,November,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2022,November,
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2022,November,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2022,November,
18,Lampung,Cabai Merah Keriting Tk. Petani,2022,November,"13,23%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2022,November,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2022,November,
14,Riau,Cabai Merah Keriting Tk. Petani,2022,November,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,November,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,November,"41,06%"
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,November,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,November,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,November,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,November,"13,52%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,November,"11,88%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,November,"18,53%"
11,Aceh,Cabai Merah Keriting Tk. Petani,2022,Desember,"21,20%"
51,Bali,Cabai Merah Keriting Tk. Petani,2022,Desember,
36,Banten,Cabai Merah Keriting Tk. Petani,2022,Desember,"7,99%"
17,Bengkulu,Cabai Merah Keriting Tk. Petani,2022,Desember,"8,98%"
34,D.I Yogyakarta,Cabai Merah Keriting Tk. Petani,2022,Desember,"18,80%"
75,Gorontalo,Cabai Merah Keriting Tk. Petani,2022,Desember,
15,Jambi,Cabai Merah Keriting Tk. Petani,2022,Desember,"16,64%"
32,Jawa Barat,Cabai Merah Keriting Tk. Petani,2022,Desember,"16,09%"
33,Jawa Tengah,Cabai Merah Keriting Tk. Petani,2022,Desember,"21,07%"
35,Jawa Timur,Cabai Merah Keriting Tk. Petani,2022,Desember,"21,33%"
61,Kalimantan Barat,Cabai Merah Keriting Tk. Petani,2022,Desember,
63,Kalimantan Selatan,Cabai Merah Keriting Tk. Petani,2022,Desember,
62,Kalimantan Tengah,Cabai Merah Keriting Tk. Petani,2022,Desember,
64,Kalimantan Timur,Cabai Merah Keriting Tk. Petani,2022,Desember,
18,Lampung,Cabai Merah Keriting Tk. Petani,2022,Desember,"22,47%"
52,Nusa Tenggara Barat,Cabai Merah Keriting Tk. Petani,2022,Desember,
53,Nusa Tenggara Timur,Cabai Merah Keriting Tk. Petani,2022,Desember,"13,32%"
14,Riau,Cabai Merah Keriting Tk. Petani,2022,Desember,
76,Sulawesi Barat,Cabai Merah Keriting Tk. Petani,2022,Desember,
73,Sulawesi Selatan,Cabai Merah Keriting Tk. Petani,2022,Desember,
72,Sulawesi Tengah,Cabai Merah Keriting Tk. Petani,2022,Desember,
74,Sulawesi Tenggara,Cabai Merah Keriting Tk. Petani,2022,Desember,
71,Sulawesi Utara,Cabai Merah Keriting Tk. Petani,2022,Desember,
13,Sumatera Barat,Cabai Merah Keriting Tk. Petani,2022,Desember,"16,34%"
16,Sumatera Selatan,Cabai Merah Keriting Tk. Petani,2022,Desember,"10,74%"
12,Sumatera Utara,Cabai Merah Keriting Tk. Petani,2022,Desember,"28,87%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2022,Januari,
51,Bali,Cabai Rawit Merah Tk. Petani,2022,Januari,"41,83%"
36,Banten,Cabai Rawit Merah Tk. Petani,2022,Januari,
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2022,Januari,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2022,Januari,"36,65%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2022,Januari,
15,Jambi,Cabai Rawit Merah Tk. Petani,2022,Januari,"7,76%"
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2022,Januari,"36,81%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2022,Januari,"46,26%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2022,Januari,"50,27%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2022,Januari,"10,26%"
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2022,Januari,
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2022,Januari,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2022,Januari,
18,Lampung,Cabai Rawit Merah Tk. Petani,2022,Januari,"33,82%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2022,Januari,"49,33%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2022,Januari,
14,Riau,Cabai Rawit Merah Tk. Petani,2022,Januari,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2022,Januari,
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2022,Januari,"30,14%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2022,Januari,"50,21%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2022,Januari,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2022,Januari,"36,41%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2022,Januari,"5,17%"
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2022,Januari,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2022,Januari,"49,50%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2022,Februari,
51,Bali,Cabai Rawit Merah Tk. Petani,2022,Februari,"26,48%"
36,Banten,Cabai Rawit Merah Tk. Petani,2022,Februari,
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2022,Februari,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2022,Februari,"26,10%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2022,Februari,
15,Jambi,Cabai Rawit Merah Tk. Petani,2022,Februari,"40,10%"
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2022,Februari,"18,51%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2022,Februari,"27,48%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2022,Februari,"31,92%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2022,Februari,
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2022,Februari,
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2022,Februari,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2022,Februari,
18,Lampung,Cabai Rawit Merah Tk. Petani,2022,Februari,"18,52%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2022,Februari,"25,77%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2022,Februari,
14,Riau,Cabai Rawit Merah Tk. Petani,2022,Februari,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2022,Februari,
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2022,Februari,"25,26%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2022,Februari,"26,16%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2022,Februari,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2022,Februari,"24,01%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2022,Februari,"15,71%"
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2022,Februari,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2022,Februari,
11,Aceh,Cabai Rawit Merah Tk. Petani,2022,Maret,
51,Bali,Cabai Rawit Merah Tk. Petani,2022,Maret,"17,52%"
36,Banten,Cabai Rawit Merah Tk. Petani,2022,Maret,
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2022,Maret,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2022,Maret,"17,82%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2022,Maret,
15,Jambi,Cabai Rawit Merah Tk. Petani,2022,Maret,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2022,Maret,"14,20%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2022,Maret,"24,36%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2022,Maret,"25,95%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2022,Maret,
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2022,Maret,
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2022,Maret,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2022,Maret,
18,Lampung,Cabai Rawit Merah Tk. Petani,2022,Maret,"16,60%"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2022,Maret,"10,23%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2022,Maret,
14,Riau,Cabai Rawit Merah Tk. Petani,2022,Maret,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2022,Maret,
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2022,Maret,"26,63%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2022,Maret,"18,56%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2022,Maret,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2022,Maret,"10,97%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2022,Maret,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2022,Maret,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2022,Maret,"8,92%"
11,Aceh,Cabai Rawit Merah Tk. Petani,2022,April,
51,Bali,Cabai Rawit Merah Tk. Petani,2022,April,"32,13%"
36,Banten,Cabai Rawit Merah Tk. Petani,2022,April,
17,Bengkulu,Cabai Rawit Merah Tk. Petani,2022,April,
34,D.I Yogyakarta,Cabai Rawit Merah Tk. Petani,2022,April,"34,18%"
75,Gorontalo,Cabai Rawit Merah Tk. Petani,2022,April,
15,Jambi,Cabai Rawit Merah Tk. Petani,2022,April,
32,Jawa Barat,Cabai Rawit Merah Tk. Petani,2022,April,"33,46%"
33,Jawa Tengah,Cabai Rawit Merah Tk. Petani,2022,April,"34,54%"
35,Jawa Timur,Cabai Rawit Merah Tk. Petani,2022,April,"37,85%"
61,Kalimantan Barat,Cabai Rawit Merah Tk. Petani,2022,April,
63,Kalimantan Selatan,Cabai Rawit Merah Tk. Petani,2022,April,
62,Kalimantan Tengah,Cabai Rawit Merah Tk. Petani,2022,April,
64,Kalimantan Timur,Cabai Rawit Merah Tk. Petani,2022,April,
18,Lampung,Cabai Rawit Merah Tk. Petani,2022,April,
52,Nusa Tenggara Barat,Cabai Rawit Merah Tk. Petani,2022,April,"28,14%"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tk. Petani,2022,April,
14,Riau,Cabai Rawit Merah Tk. Petani,2022,April,
76,Sulawesi Barat,Cabai Rawit Merah Tk. Petani,2022,April,
73,Sulawesi Selatan,Cabai Rawit Merah Tk. Petani,2022,April,"40,85%"
72,Sulawesi Tengah,Cabai Rawit Merah Tk. Petani,2022,April,"31,13%"
74,Sulawesi Tenggara,Cabai Rawit Merah Tk. Petani,2022,April,
71,Sulawesi Utara,Cabai Rawit Merah Tk. Petani,2022,April,"29,45%"
13,Sumatera Barat,Cabai Rawit Merah Tk. Petani,2022,April,
16,Sumatera Selatan,Cabai Rawit Merah Tk. Petani,2022,April,
12,Sumatera Utara,Cabai Rawit Merah Tk. Petani,2022,April,
