Koefisien Variasi Harga Tingkat Produsen Tahun 2022-2024,,,,,
,,,,,
Kode Wilayah,Provinsi,Komoditas,Tahun,Bulan,Koefisien Variasi
71,Sulawesi Utara,Beras Premium Tk. Penggilingan,2023,Oktober,
13,Sumatera Barat,Beras Premium Tk. Penggilingan,2023,Oktober,"0,72%"
16,Sumatera Selatan,Beras Premium Tk. Penggilingan,2023,Oktober,"3,59%"
12,Sumatera Utara,Beras Premium Tk. Penggilingan,2023,Oktober,"0,82%"
11,Aceh,Beras Premium Tk. Penggilingan,2023,November,"0,70%"
51,Bali,Beras Premium Tk. Penggilingan,2023,November,"1,02%"
36,Banten,Beras Premium Tk. Penggilingan,2023,November,"0,56%"
17,Bengkulu,Beras Premium Tk. Penggilingan,2023,November,
34,D.I Yogyakarta,Beras Premium Tk. Penggilingan,2023,November,"0,35%"
75,Gorontalo,Beras Premium Tk. Penggilingan,2023,November,
15,Jambi,Beras Premium Tk. Penggilingan,2023,November,"0,50%"
32,Jawa Barat,Beras Premium Tk. Penggilingan,2023,November,"0,49%"
33,Jawa Tengah,Beras Premium Tk. Penggilingan,2023,November,"0,45%"
35,Jawa Timur,Beras Premium Tk. Penggilingan,2023,November,"0,56%"
61,Kalimantan Barat,Beras Premium Tk. Penggilingan,2023,November,
63,Kalimantan Selatan,Beras Premium Tk. Penggilingan,2023,November,"1,58%"
62,Kalimantan Tengah,Beras Premium Tk. Penggilingan,2023,November,"0,82%"
64,Kalimantan Timur,Beras Premium Tk. Penggilingan,2023,November,
18,Lampung,Beras Premium Tk. Penggilingan,2023,November,"0,30%"
52,Nusa Tenggara Barat,Beras Premium Tk. Penggilingan,2023,November,"0,37%"
53,Nusa Tenggara Timur,Beras Premium Tk. Penggilingan,2023,November,"0,00%"
14,Riau,Beras Premium Tk. Penggilingan,2023,November,
76,Sulawesi Barat,Beras Premium Tk. Penggilingan,2023,November,
73,Sulawesi Selatan,Beras Premium Tk. Penggilingan,2023,November,"1,17%"
72,Sulawesi Tengah,Beras Premium Tk. Penggilingan,2023,November,
74,Sulawesi Tenggara,Beras Premium Tk. Penggilingan,2023,November,"1,26%"
71,Sulawesi Utara,Beras Premium Tk. Penggilingan,2023,November,
13,Sumatera Barat,Beras Premium Tk. Penggilingan,2023,November,"0,54%"
16,Sumatera Selatan,Beras Premium Tk. Penggilingan,2023,November,"2,11%"
12,Sumatera Utara,Beras Premium Tk. Penggilingan,2023,November,"0,79%"
11,Aceh,Beras Premium Tk. Penggilingan,2023,Desember,"0,40%"
51,Bali,Beras Premium Tk. Penggilingan,2023,Desember,"0,64%"
36,Banten,Beras Premium Tk. Penggilingan,2023,Desember,"0,56%"
17,Bengkulu,Beras Premium Tk. Penggilingan,2023,Desember,
34,D.I Yogyakarta,Beras Premium Tk. Penggilingan,2023,Desember,"0,21%"
75,Gorontalo,Beras Premium Tk. Penggilingan,2023,Desember,
15,Jambi,Beras Premium Tk. Penggilingan,2023,Desember,"1,05%"
32,Jawa Barat,Beras Premium Tk. Penggilingan,2023,Desember,"0,35%"
33,Jawa Tengah,Beras Premium Tk. Penggilingan,2023,Desember,"0,36%"
35,Jawa Timur,Beras Premium Tk. Penggilingan,2023,Desember,"0,56%"
61,Kalimantan Barat,Beras Premium Tk. Penggilingan,2023,Desember,
63,Kalimantan Selatan,Beras Premium Tk. Penggilingan,2023,Desember,"2,05%"
62,Kalimantan Tengah,Beras Premium Tk. Penggilingan,2023,Desember,"0,00%"
64,Kalimantan Timur,Beras Premium Tk. Penggilingan,2023,Desember,
18,Lampung,Beras Premium Tk. Penggilingan,2023,Desember,"0,60%"
52,Nusa Tenggara Barat,Beras Premium Tk. Penggilingan,2023,Desember,"0,34%"
53,Nusa Tenggara Timur,Beras Premium Tk. Penggilingan,2023,Desember,"0,00%"
14,Riau,Beras Premium Tk. Penggilingan,2023,Desember,
76,Sulawesi Barat,Beras Premium Tk. Penggilingan,2023,Desember,
73,Sulawesi Selatan,Beras Premium Tk. Penggilingan,2023,Desember,"0,59%"
72,Sulawesi Tengah,Beras Premium Tk. Penggilingan,2023,Desember,
74,Sulawesi Tenggara,Beras Premium Tk. Penggilingan,2023,Desember,"1,39%"
71,Sulawesi Utara,Beras Premium Tk. Penggilingan,2023,Desember,
13,Sumatera Barat,Beras Premium Tk. Penggilingan,2023,Desember,"0,58%"
16,Sumatera Selatan,Beras Premium Tk. Penggilingan,2023,Desember,"0,14%"
12,Sumatera Utara,Beras Premium Tk. Penggilingan,2023,Desember,"1,12%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,Januari,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,Januari,"8,27%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,Januari,
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,Januari,"0,34%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,Januari,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,Januari,"2,80%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,Januari,"1,08%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,Januari,"1,62%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,Januari,"0,64%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,Januari,"2,40%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,Januari,
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,Januari,"7,47%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,Januari,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,Januari,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,Januari,"1,80%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,Januari,"4,80%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,Januari,"9,74%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,Januari,"4,24%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,Januari,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,Januari,"2,48%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,Januari,"4,03%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,Januari,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,Januari,"2,58%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,Januari,"2,78%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,Januari,"3,32%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,Januari,"2,69%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,Februari,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,Februari,"5,03%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,Februari,
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,Februari,"4,01%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,Februari,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,Februari,"4,91%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,Februari,"0,72%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,Februari,"2,18%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,Februari,"1,82%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,Februari,"2,15%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,Februari,"1,87%"
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,Februari,"4,00%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,Februari,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,Februari,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,Februari,"3,56%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,Februari,"2,19%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,Februari,"5,59%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,Februari,"6,41%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,Februari,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,Februari,"0,55%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,Februari,"2,41%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,Februari,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,Februari,"1,16%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,Februari,"4,00%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,Februari,"1,58%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,Februari,"2,24%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,Maret,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,Maret,"0,00%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,Maret,"3,94%"
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,Maret,"1,89%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,Maret,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,Maret,"2,47%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,Maret,"0,39%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,Maret,"6,31%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,Maret,"4,13%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,Maret,"3,70%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,Maret,"3,01%"
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,Maret,"3,33%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,Maret,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,Maret,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,Maret,"5,74%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,Maret,"7,38%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,Maret,"5,45%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,Maret,"2,02%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,Maret,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,Maret,"2,42%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,Maret,"4,24%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,Maret,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,Maret,"3,27%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,Maret,"3,81%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,Maret,"3,22%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,Maret,"4,31%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,April,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,April,"0,00%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,April,"1,36%"
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,April,"0,00%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,April,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,April,"2,99%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,April,"2,13%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,April,"1,22%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,April,"1,49%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,April,"2,07%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,April,"0,00%"
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,April,"5,01%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,April,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,April,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,April,"3,41%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,April,"0,76%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,April,"2,33%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,April,"4,55%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,April,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,April,"2,25%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,April,"3,06%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,April,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,April,"1,38%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,April,"2,31%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,April,"3,38%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,April,"1,20%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,Mei,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,Mei,"0,00%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,Mei,"0,88%"
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,Mei,"10,70%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,Mei,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,Mei,"1,21%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,Mei,"2,13%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,Mei,"1,31%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,Mei,"1,23%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,Mei,"2,31%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,Mei,"0,00%"
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,Mei,"2,10%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,Mei,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,Mei,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,Mei,"3,40%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,Mei,"0,74%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,Mei,"0,00%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,Mei,"7,71%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,Mei,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,Mei,"0,79%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,Mei,"3,16%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,Mei,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,Mei,"2,77%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,Mei,"2,32%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,Mei,"1,86%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,Mei,"1,25%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,Juni,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,Juni,"12,21%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,Juni,"1,23%"
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,Juni,"1,20%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,Juni,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,Juni,"2,18%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,Juni,"2,41%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,Juni,"2,05%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,Juni,"1,08%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,Juni,"1,32%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,Juni,"0,00%"
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,Juni,"3,23%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,Juni,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,Juni,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,Juni,"3,01%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,Juni,"0,17%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,Juni,"0,00%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,Juni,"2,49%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,Juni,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,Juni,"0,81%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,Juni,"2,04%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,Juni,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,Juni,"1,54%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,Juni,"1,86%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,Juni,"2,71%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,Juni,"1,26%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,Juli,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,Juli,"0,00%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,Juli,"0,62%"
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,Juli,"5,75%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,Juli,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,Juli,"2,44%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,Juli,"1,52%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,Juli,"1,51%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,Juli,"0,76%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,Juli,"1,02%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,Juli,"0,00%"
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,Juli,"3,58%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,Juli,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,Juli,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,Juli,"4,40%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,Juli,"1,55%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,Juli,"0,00%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,Juli,"2,86%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,Juli,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,Juli,"1,17%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,Juli,"2,57%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,Juli,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,Juli,"1,49%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,Juli,"2,73%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,Juli,"1,49%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,Juli,"0,74%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,Agustus,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,Agustus,"3,99%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,Agustus,"1,10%"
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,Agustus,"4,19%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,Agustus,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,Agustus,"3,83%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,Agustus,"7,00%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,Agustus,"1,94%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,Agustus,"2,14%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,Agustus,"1,90%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,Agustus,"0,00%"
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,Agustus,"3,15%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,Agustus,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,Agustus,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,Agustus,"9,31%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,Agustus,"2,04%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,Agustus,"0,90%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,Agustus,"1,95%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,Agustus,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,Agustus,"2,67%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,Agustus,"2,63%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,Agustus,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,Agustus,"1,79%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,Agustus,"2,21%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,Agustus,"5,51%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,Agustus,"0,88%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,September,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,September,"13,92%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,September,"1,55%"
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,September,"0,57%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,September,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,September,"3,20%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,September,"3,99%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,September,"3,26%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,September,"1,99%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,September,"2,51%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,September,"1,06%"
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,September,"7,54%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,September,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,September,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,September,"3,62%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,September,"2,06%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,September,"4,88%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,September,"2,37%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,September,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,September,"1,54%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,September,"3,02%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,September,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,September,"2,69%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,September,"2,76%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,September,"2,18%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,September,"1,25%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,Oktober,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,Oktober,"8,44%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,Oktober,"1,97%"
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,Oktober,"1,16%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,Oktober,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,Oktober,"2,50%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,Oktober,"2,47%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,Oktober,"1,84%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,Oktober,"1,23%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,Oktober,"1,89%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,Oktober,
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,Oktober,"5,28%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,Oktober,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,Oktober,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,Oktober,"1,29%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,Oktober,"1,62%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,Oktober,"5,27%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,Oktober,"2,55%"
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,Oktober,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,Oktober,"1,62%"
72,Sulawesi Tengah,Jagung Pipilan Kering TK. Petani,2023,Oktober,"3,03%"
74,Sulawesi Tenggara,Jagung Pipilan Kering TK. Petani,2023,Oktober,
71,Sulawesi Utara,Jagung Pipilan Kering TK. Petani,2023,Oktober,"0,82%"
13,Sumatera Barat,Jagung Pipilan Kering TK. Petani,2023,Oktober,"2,56%"
16,Sumatera Selatan,Jagung Pipilan Kering TK. Petani,2023,Oktober,"2,05%"
12,Sumatera Utara,Jagung Pipilan Kering TK. Petani,2023,Oktober,"1,58%"
11,Aceh,Jagung Pipilan Kering TK. Petani,2023,November,
51,Bali,Jagung Pipilan Kering TK. Petani,2023,November,"3,93%"
36,Banten,Jagung Pipilan Kering TK. Petani,2023,November,"1,42%"
17,Bengkulu,Jagung Pipilan Kering TK. Petani,2023,November,"1,17%"
34,D.I Yogyakarta,Jagung Pipilan Kering TK. Petani,2023,November,
75,Gorontalo,Jagung Pipilan Kering TK. Petani,2023,November,"2,23%"
15,Jambi,Jagung Pipilan Kering TK. Petani,2023,November,"0,00%"
32,Jawa Barat,Jagung Pipilan Kering TK. Petani,2023,November,"1,70%"
33,Jawa Tengah,Jagung Pipilan Kering TK. Petani,2023,November,"0,68%"
35,Jawa Timur,Jagung Pipilan Kering TK. Petani,2023,November,"1,85%"
61,Kalimantan Barat,Jagung Pipilan Kering TK. Petani,2023,November,
63,Kalimantan Selatan,Jagung Pipilan Kering TK. Petani,2023,November,"5,43%"
62,Kalimantan Tengah,Jagung Pipilan Kering TK. Petani,2023,November,
64,Kalimantan Timur,Jagung Pipilan Kering TK. Petani,2023,November,
18,Lampung,Jagung Pipilan Kering TK. Petani,2023,November,"0,79%"
52,Nusa Tenggara Barat,Jagung Pipilan Kering TK. Petani,2023,November,"2,31%"
53,Nusa Tenggara Timur,Jagung Pipilan Kering TK. Petani,2023,November,"5,91%"
14,Riau,Jagung Pipilan Kering TK. Petani,2023,November,
76,Sulawesi Barat,Jagung Pipilan Kering TK. Petani,2023,November,
73,Sulawesi Selatan,Jagung Pipilan Kering TK. Petani,2023,November,"1,94%"
